final_state	final_gen	BL_start	start_pop_tot	start_pond_pop	colonies_at_BL_start	colonies_at_end	BL_peak	total_ponds
48	3	8	5	363	1	12	17	1	127
49	3	14	7	297	2	6	15	1	99
50	3	22	14	214	1	6	9	1	52
51	3	8	7	564	1	5	4	0	52
52	3	9	6	235	1	7	11	1	126
53	3	9	8	241	2	12	13	0	119
54	3	17	14	250	2	8	13	1	132
55	3	43	14	309	4	6	70	18	124
56	3	6	5	402	1	6	9	0	109
57	3	16	12	263	1	9	10	1	124
58	3	16	15	227	1	7	7	0	74
59	3	21	7	219	1	6	23	1	128
60	3	7	6	343	1	6	6	0	123
61	3	46	15	200	1	9	26	6	58
62	3	11	6	203	1	5	8	1	102
63	3	14	7	200	1	8	22	1	97
64	3	13	5	327	2	7	14	1	99
65	3	20	15	220	1	13	24	1	125
66	3	15	9	230	1	9	19	1	136
67	3	17	8	473	1	7	26	1	142
68	3	10	9	488	1	7	8	0	51
69	3	16	5	370	1	6	15	1	89
70	3	71	8	256	2	4	77	288	84
71	3	11	9	221	1	7	11	1	132
72	3	12	7	240	1	4	8	1	57
73	3	11	10	252	1	11	9	0	102
74	3	10	5	314	1	5	9	1	69
75	3	11	6	443	1	9	14	1	87
76	3	17	15	223	1	11	10	1	112
77	3	15	7	207	1	6	9	1	96
78	3	32	14	270	2	11	39	1	125
79	3	29	10	247	2	8	31	89	111
80	3	12	11	352	1	6	5	0	128
81	3	12	11	519	1	11	13	0	97
82	3	9	7	225	1	10	11	1	111
83	3	32	5	408	1	7	24	80	64
84	3	12	7	449	2	3	6	1	102
85	3	15	13	238	1	10	12	1	67
86	3	7	5	295	2	6	11	1	91
87	3	13	11	223	1	7	9	1	97
88	3	12	7	368	2	7	12	1	141
89	3	15	9	323	1	14	21	1	123
90	3	10	9	252	1	11	13	0	142
91	3	8	6	285	1	8	11	1	132
92	3	16	10	300	1	6	15	1	76
93	3	13	12	239	1	10	9	0	139
94	3	35	6	433	1	7	38	1	87
95	3	16	14	250	1	10	9	1	88
96	3	21	9	745	1	8	10	16	52
97	3	14	8	292	1	9	16	1	101
98	3	23	6	499	1	3	14	22	60
99	3	12	10	203	2	6	7	1	66
100	3	12	8	332	1	11	16	1	87
101	3	14	7	597	1	5	10	3	82
102	3	21	16	214	1	6	9	1	89
103	3	9	6	271	3	10	16	1	141
104	3	28	11	215	2	7	32	1	86
105	3	25	17	238	1	7	14	1	71
106	3	17	16	301	1	6	7	0	87
107	3	7	6	233	1	9	8	0	146
108	3	19	10	207	1	3	5	1	53
109	3	29	7	272	1	9	14	18	85
110	3	23	9	259	1	14	28	1	109
111	3	8	6	344	1	7	6	1	52
112	3	10	8	283	1	10	12	1	102
113	3	18	10	391	2	8	13	1	65
114	3	13	10	203	1	8	14	1	102
115	3	14	13	275	1	10	13	0	128
116	3	12	11	264	1	15	18	0	137
117	3	15	8	260	1	5	6	1	67
118	3	28	15	207	1	5	11	1	66
119	3	7	6	279	1	6	7	0	58
120	3	53	8	279	1	12	128	123	139
121	3	10	8	601	1	6	12	1	90
122	3	9	7	432	1	3	3	1	69
123	3	29	9	405	2	7	30	1	105
124	3	9	6	399	1	3	6	1	57
125	3	8	7	260	1	9	8	0	66
126	3	21	5	266	1	7	16	9	78
127	3	15	9	529	1	4	9	1	84
128	3	10	6	423	1	9	13	1	149
129	3	8	5	283	2	10	13	0	136
130	3	15	9	224	2	9	13	1	140
131	3	8	5	269	1	2	2	1	63
132	3	12	8	356	2	2	3	1	60
133	3	14	10	240	1	11	15	1	114
134	3	6	5	241	1	9	6	0	130
135	3	12	8	300	2	9	18	1	141
136	3	9	6	278	1	5	5	1	117
137	3	7	6	224	1	7	9	0	148
138	3	24	5	438	2	6	13	14	60
139	3	8	7	205	2	6	8	0	149
140	3	25	8	229	1	8	21	1	78
141	3	15	8	293	1	4	6	1	60
142	3	11	8	216	2	9	15	1	131
143	3	11	7	630	2	5	7	1	79
144	3	8	6	224	2	6	6	1	106
145	3	9	5	406	2	4	6	1	59
146	3	49	7	206	1	6	116	64	149
147	3	10	8	287	1	4	4	1	103
148	3	20	19	292	1	11	12	0	60
149	3	23	5	620	1	7	12	1	60
150	3	38	12	234	2	10	41	13	93
151	3	9	6	357	1	5	8	1	110
152	3	27	25	203	2	4	6	0	55
153	3	9	6	325	1	5	7	1	102
154	3	11	9	244	1	5	6	1	127
155	3	14	5	257	1	10	31	1	134
156	3	9	7	282	1	4	4	1	56
157	3	6	5	241	1	4	4	0	99
158	3	9	5	518	1	11	16	1	130
159	3	12	11	250	1	7	6	0	73
160	3	11	8	260	1	8	9	1	63
161	3	10	9	219	1	10	9	0	110
162	3	12	5	213	1	5	10	1	61
163	3	29	5	227	2	9	36	36	133
164	3	11	9	376	1	13	15	1	146
165	3	14	12	355	1	7	7	1	103
166	3	21	8	644	1	7	12	3	50
167	3	16	14	301	3	5	5	0	86
168	3	10	6	265	1	5	7	1	66
169	3	10	5	222	1	6	13	1	127
170	3	10	9	224	2	5	6	0	79
171	3	8	6	329	1	4	4	1	54
172	3	13	7	202	1	8	9	1	60
173	3	21	5	559	1	3	5	29	68
174	3	8	5	332	2	5	8	1	85
175	3	11	6	283	1	8	10	1	88
176	3	12	8	254	2	5	11	1	78
177	3	8	7	247	2	5	5	0	87
178	3	7	5	278	2	6	7	1	132
179	3	14	11	1704	1	8	9	1	68
180	3	15	6	272	2	9	17	1	133
181	3	15	12	623	1	6	6	1	107
182	3	13	9	248	3	4	3	1	82
183	3	22	20	242	2	7	8	1	50
184	3	23	5	270	3	6	19	1	71
185	3	8	6	522	1	5	7	1	69
186	3	20	17	206	1	8	11	1	139
187	3	13	8	372	1	7	16	1	150
188	3	24	7	624	1	4	20	6	72
189	3	22	6	229	1	7	28	1	85
190	3	8	5	257	1	7	8	1	71
191	3	6	5	373	1	9	9	0	115
192	3	21	10	466	1	6	12	1	57
193	3	18	12	202	2	4	4	1	55
194	3	27	14	236	3	8	22	1	66
195	3	12	5	234	1	6	11	1	85
196	3	7	5	292	1	4	4	1	131
197	3	9	8	373	2	3	3	0	50
198	3	12	11	214	1	10	10	0	66
199	3	14	10	296	1	6	5	1	61
200	3	9	5	418	1	5	7	1	109
201	3	16	6	227	1	4	12	1	90
202	3	17	12	340	1	7	8	1	82
203	3	21	9	236	1	8	33	1	137
204	0	1000	13	351	2	7	65	1045	65
205	3	15	9	223	3	5	8	1	74
206	3	20	9	213	1	9	27	1	138
207	3	7	5	412	1	6	6	1	89
208	3	11	8	367	1	10	13	1	52
209	3	11	9	230	1	10	12	1	131
210	3	54	8	226	1	13	103	51	138
211	3	831	11	528	2	5	107	5113	107
212	3	12	9	357	1	8	15	1	144
213	3	6	5	238	1	8	12	0	144
214	3	18	6	300	1	7	18	11	77
215	3	6	5	371	1	3	3	0	116
216	3	32	5	418	1	7	44	31	82
217	3	38	5	358	2	6	49	46	79
218	3	15	10	264	1	4	6	1	52
219	3	24	10	248	2	11	30	1	115
220	3	11	10	238	1	8	7	0	111
221	3	32	13	230	1	7	20	1	52
222	3	9	5	278	1	5	8	1	85
223	3	8	6	466	1	6	7	1	70
224	3	10	7	264	2	9	9	1	101
225	3	15	10	581	1	12	16	1	122
226	3	9	6	281	1	15	22	1	135
227	3	15	10	276	1	10	17	1	71
228	3	7	5	360	1	5	6	1	122
229	3	28	5	476	1	9	41	1	130
230	3	10	6	216	1	6	11	1	97
231	3	7	6	201	2	10	11	0	109
232	3	12	6	299	1	14	20	1	136
233	3	14	6	229	1	3	11	1	90
234	3	12	10	215	1	7	7	1	77
235	3	14	11	301	1	12	13	1	138
236	3	21	6	501	7	3	9	4	64
237	3	30	8	311	1	7	30	10	80
238	3	8	6	429	1	6	8	1	65
239	3	14	7	231	2	8	14	1	144
240	3	9	6	264	1	4	5	1	132
241	3	24	6	368	2	5	34	1	127
242	3	37	9	358	3	7	51	9	112
243	3	6	5	211	2	7	7	0	105
244	3	21	8	781	3	6	13	1	68
245	3	9	8	201	1	9	9	0	117
246	3	10	8	591	1	9	10	1	133
247	3	25	17	221	1	5	8	1	59
248	3	10	5	295	1	9	11	1	93
249	3	10	5	379	1	6	13	1	90
250	3	13	11	236	1	6	5	1	65
251	3	7	5	361	2	12	14	1	149
252	3	14	10	240	1	8	12	1	144
253	3	15	9	318	1	13	20	1	126
254	3	60	9	293	2	14	136	199	136
255	3	23	13	431	3	6	12	1	74
256	3	19	16	226	1	6	8	1	57
257	3	7	5	381	1	6	6	1	89
258	3	9	8	247	1	7	6	0	130
259	3	53	19	348	1	6	30	47	61
260	3	38	5	444	2	5	40	154	83
261	3	17	7	238	1	7	16	1	71
262	3	8	7	256	1	8	6	0	72
263	3	17	6	381	3	5	9	1	62
264	3	9	8	489	1	6	7	0	69
265	3	20	8	252	1	7	18	1	68
266	3	42	15	273	1	8	30	40	57
267	3	8	7	250	1	11	11	0	136
268	3	9	5	223	1	8	11	1	131
269	3	10	9	347	1	9	7	0	88
270	3	14	8	219	1	8	12	1	136
271	3	13	12	201	1	9	8	0	85
272	3	8	6	306	1	6	9	1	105
273	3	13	6	210	1	11	17	1	139
274	3	16	9	248	1	8	7	1	96
275	3	7	6	386	2	6	6	0	66
276	3	9	7	240	1	8	8	1	84
277	3	18	8	280	1	7	11	1	95
278	3	20	5	371	3	8	18	10	106
279	3	21	6	255	1	9	39	1	131
280	3	25	9	256	1	5	33	14	64
281	3	20	9	340	1	8	12	1	89
282	3	10	7	210	2	7	10	1	140
283	3	39	11	363	1	7	59	34	101
284	3	18	7	368	1	7	23	1	85
285	3	16	14	489	2	6	5	1	76
286	3	23	6	423	1	8	32	1	126
287	3	19	7	254	1	7	16	1	98
288	3	23	10	838	2	8	11	3	69
289	3	8	5	376	1	14	18	1	128
290	3	21	5	242	1	7	34	1	124
291	3	30	11	302	1	4	18	6	69
292	3	6	5	380	1	5	4	0	122
293	3	6	5	391	1	6	5	0	68
294	3	7	5	339	1	9	11	1	141
295	3	35	22	255	2	11	21	1	101
296	3	10	9	266	1	10	11	0	144
297	3	9	8	334	2	9	9	0	100
298	3	16	6	238	1	7	9	1	73
299	3	45	16	258	2	10	28	69	59
300	3	17	14	491	1	5	5	1	67
301	3	11	9	366	1	8	9	1	150
302	3	7	5	289	1	5	5	1	142
303	3	31	13	458	2	8	34	27	120
304	3	15	7	243	1	6	11	1	70
305	3	262	9	401	1	4	73	1080	73
306	3	12	9	630	2	6	8	1	104
307	3	14	8	222	2	7	13	1	148
308	3	8	5	278	1	6	6	1	113
309	3	13	12	279	1	8	8	0	122
310	3	18	7	211	1	6	12	1	54
311	3	14	12	259	1	6	9	1	137
312	3	17	10	213	1	8	15	1	106
313	3	14	11	227	1	13	13	1	114
314	3	13	8	231	2	6	7	1	100
315	3	52	7	381	1	6	25	120	61
316	3	26	9	395	1	7	33	41	130
317	3	15	11	203	1	8	8	1	126
318	3	12	6	346	1	6	15	1	144
319	3	21	11	409	1	6	8	8	58
320	3	18	7	271	1	7	24	1	120
321	3	20	6	206	1	9	27	1	125
322	3	11	6	236	1	9	21	1	146
323	3	17	10	447	1	11	15	1	99
324	3	19	5	468	1	7	24	1	150
325	3	12	6	348	1	5	19	1	121
326	3	30	12	212	1	7	32	1	132
327	3	8	7	339	1	6	5	0	128
328	3	9	6	223	1	4	4	1	78
329	3	24	6	267	1	5	24	1	88
330	3	16	12	219	1	11	13	1	116
331	3	13	8	232	1	6	7	1	72
332	3	33	5	272	1	3	42	1	103
333	3	16	8	211	3	5	14	0	97
334	3	19	11	219	1	12	21	1	109
335	3	13	11	333	1	7	5	1	94
336	3	7	5	365	1	3	4	1	95
337	3	17	15	461	3	8	11	0	112
338	3	8	6	297	2	4	5	1	57
339	3	12	8	236	6	4	6	1	72
340	3	27	12	336	1	6	13	22	57
341	3	12	7	575	3	7	16	1	67
342	3	7	6	417	1	10	9	0	82
343	3	27	7	331	1	6	12	1	112
344	3	13	11	362	2	4	8	1	50
345	3	15	14	554	2	7	7	0	79
346	3	21	9	473	1	6	15	8	90
347	3	22	6	404	1	7	33	1	112
348	3	16	11	319	1	10	14	1	89
349	3	61	7	452	2	6	105	135	111
350	3	7	5	340	1	7	8	1	120
351	3	9	7	258	1	10	9	1	76
352	3	16	12	248	2	9	18	1	117
353	3	10	7	426	1	4	5	1	60
354	3	14	12	359	1	9	11	1	62
355	3	34	22	307	1	6	10	7	79
356	3	47	7	205	1	10	75	91	107
357	3	7	5	345	1	6	6	1	65
358	3	13	7	335	1	6	8	1	87
359	3	9	6	492	1	9	15	1	136
360	3	9	8	243	1	6	8	0	52
361	3	22	19	206	1	8	9	1	76
362	3	12	9	422	1	7	8	1	132
363	3	34	17	385	1	7	27	1	94
364	3	11	9	332	1	5	6	1	110
365	3	21	7	717	1	9	26	1	121
366	3	21	17	269	1	7	9	1	70
367	3	24	8	222	1	12	37	1	135
368	3	8	7	288	1	11	11	0	148
369	3	14	11	271	1	13	15	1	133
370	3	22	15	447	1	8	16	1	84
371	3	20	6	210	1	7	24	1	124
372	3	17	13	295	2	10	15	1	145
373	3	6	5	227	1	10	9	0	122
374	3	19	14	450	2	5	5	1	72
375	3	11	8	315	1	6	6	1	50
376	3	25	15	1076	2	8	10	1	71
377	3	21	12	254	1	5	7	1	54
378	3	42	12	272	1	8	54	52	99
379	3	7	5	314	1	11	14	1	142
380	3	10	8	314	1	10	12	1	63
381	3	29	12	255	1	6	13	14	60
382	3	51	7	215	2	6	92	129	107
383	3	9	7	231	1	10	11	1	114
384	3	10	6	280	2	12	16	1	112
385	3	19	10	260	1	8	12	1	59
386	3	10	8	311	1	10	13	1	130
387	3	41	11	280	1	7	51	2	78
388	3	11	9	218	1	7	10	1	104
389	3	13	11	314	1	6	6	1	57
390	3	7	6	465	1	6	7	0	108
391	3	6	5	271	1	6	5	0	96
392	3	8	5	331	1	9	12	1	134
393	3	15	13	303	2	10	13	1	143
394	3	10	7	234	2	11	15	1	142
395	3	9	5	271	4	5	6	1	67
396	3	9	7	204	1	8	9	1	124
397	3	11	8	237	1	7	7	1	67
398	3	9	8	297	1	5	6	0	93
399	3	26	5	324	2	7	38	1	115
400	3	19	6	249	1	7	20	1	84
401	3	8	7	327	1	5	5	0	58
402	3	27	12	343	1	9	41	5	133
403	3	26	22	243	1	9	16	1	132
404	3	16	11	406	1	14	28	1	122
405	3	9	5	274	1	7	11	1	143
406	3	17	7	275	1	9	23	1	147
407	3	8	6	261	1	4	4	1	66
408	3	12	7	252	1	9	11	1	142
409	3	26	8	363	1	7	31	31	85
410	3	9	6	224	1	10	16	1	103
411	3	8	7	459	1	8	11	0	74
412	3	19	10	349	2	10	16	1	107
413	3	18	11	265	1	8	15	1	63
414	3	21	5	435	1	4	17	15	68
415	3	10	8	400	1	9	12	1	80
416	3	13	10	314	1	7	9	1	125
417	3	7	6	214	2	10	9	0	98
418	3	9	8	420	4	4	4	0	124
419	3	8	7	573	2	7	10	0	107
420	3	11	10	378	1	7	5	0	101
421	3	27	5	392	2	3	23	17	60
422	3	12	11	373	1	7	6	0	53
423	4	25	0	0	0	0	6	0	112
424	3	18	5	277	1	7	15	1	83
425	3	12	8	412	1	7	8	1	72
426	3	10	9	282	1	4	4	0	63
427	3	6	5	312	1	8	9	0	130
428	3	9	6	319	1	5	8	1	100
429	3	9	7	240	1	7	9	1	107
430	3	32	15	423	1	6	13	23	58
431	3	11	7	308	1	6	12	1	120
432	3	11	7	214	1	4	6	1	78
433	3	15	8	212	2	8	13	1	63
434	3	19	5	450	1	4	27	1	142
435	3	12	10	354	1	6	7	1	64
436	3	9	8	247	2	8	10	0	141
437	3	9	6	385	5	5	8	1	52
438	3	12	5	307	1	11	18	1	145
439	3	6	5	366	2	8	8	0	148
440	3	24	11	308	1	12	25	5	101
441	3	51	23	230	1	6	28	28	96
442	3	12	11	232	1	9	8	0	73
443	3	106	9	300	1	8	112	263	112
444	3	9	5	327	1	6	12	1	78
445	3	38	5	442	2	5	33	46	82
446	3	22	11	228	1	5	11	1	69
447	3	31	10	400	1	8	19	25	82
448	3	16	15	317	1	14	16	0	98
449	3	8	6	230	1	6	8	1	95
450	3	10	8	240	1	6	6	1	78
451	3	11	8	395	1	4	5	1	50
452	3	10	7	346	1	3	5	1	53
453	3	22	12	213	2	12	32	1	137
454	3	20	13	222	1	8	19	1	91
455	3	11	8	265	1	8	14	1	137
456	3	19	10	227	2	5	20	20	120
457	3	16	6	218	1	6	6	1	108
458	3	11	10	255	1	7	7	0	136
459	3	11	7	222	1	4	4	1	53
460	3	6	5	232	2	7	7	0	95
461	3	17	7	570	2	5	26	2	131
462	3	20	14	221	1	8	15	1	89
463	3	19	14	441	2	12	18	1	113
464	3	12	9	263	1	8	9	1	71
465	3	17	15	217	1	10	11	1	109
466	3	9	6	202	1	6	6	1	139
467	3	10	7	265	2	7	13	1	82
468	3	9	7	218	1	6	9	1	51
469	3	20	7	305	1	9	27	1	85
470	3	12	11	417	1	7	6	0	107
471	3	14	7	283	1	11	21	1	110
472	3	28	9	297	1	6	35	1	96
473	3	15	7	399	1	5	5	1	57
474	3	6	5	361	1	8	13	0	114
475	3	34	8	231	3	11	60	21	136
476	3	9	8	778	1	5	5	0	104
477	3	11	5	304	3	10	24	1	147
478	3	8	5	284	1	4	5	1	93
479	3	14	6	339	2	8	24	1	135
480	3	13	10	595	1	8	12	1	148
481	3	11	5	264	1	6	13	1	111
482	3	10	9	210	1	6	7	0	82
483	3	11	6	274	1	5	9	1	92
484	3	26	12	270	1	12	31	1	101
485	3	7	5	420	1	8	14	1	142
486	3	14	5	335	2	12	26	1	147
487	3	6	5	289	1	5	7	0	114
488	3	7	6	201	1	6	6	0	66
489	3	8	5	338	1	6	9	1	126
490	3	8	7	349	2	14	16	0	139
491	3	16	12	392	1	12	15	1	96
492	3	27	6	291	1	6	34	1	96
493	3	21	7	214	1	7	37	4	149
494	3	10	8	263	1	14	19	1	148
495	3	31	10	282	1	10	17	33	89
496	3	15	5	313	3	6	15	1	76
497	3	20	12	399	1	4	6	1	53
498	3	6	5	355	1	7	5	0	107
499	3	19	7	218	1	8	25	1	74
500	3	11	10	206	1	4	3	0	61
501	3	19	5	332	1	7	11	1	85
502	3	11	8	247	1	12	15	1	145
503	3	16	7	247	1	6	7	1	60
504	3	37	11	213	1	6	25	20	112
505	3	7	5	285	1	5	8	1	136
506	3	20	8	216	1	8	23	1	88
507	3	8	7	208	1	8	12	0	124
508	3	6	5	402	1	9	9	0	141
509	3	9	8	221	1	7	8	0	139
510	3	18	5	248	1	3	8	1	84
511	3	9	7	476	3	3	3	0	101
512	3	12	5	281	1	7	11	1	61
513	3	6	5	230	1	7	6	0	64
514	3	242	7	230	1	5	110	770	110
515	3	24	13	216	2	11	26	1	90
516	3	15	12	211	1	9	11	1	137
517	3	6	5	200	1	11	9	0	127
518	3	43	5	226	1	5	22	163	59
519	3	47	8	212	1	8	56	116	79
520	3	8	6	584	3	8	8	0	137
521	3	20	10	255	1	4	11	7	51
522	3	24	8	208	1	7	28	1	104
523	3	29	7	282	1	5	24	1	93
524	3	8	6	296	1	8	11	1	106
525	3	9	6	507	1	6	7	1	89
526	3	13	7	211	1	9	14	1	141
527	3	26	10	256	1	10	37	1	137
528	3	11	9	251	1	8	15	1	114
529	3	9	5	368	1	8	15	1	120
530	3	10	8	309	1	15	21	1	133
531	3	12	11	372	1	5	4	0	140
532	3	6	5	211	1	8	7	0	124
533	3	9	8	331	1	5	6	0	64
534	3	9	8	234	1	11	12	0	95
535	3	6	5	337	1	10	11	0	99
536	3	16	6	282	2	7	19	1	88
537	3	20	5	453	4	4	14	7	102
538	3	10	8	311	2	8	11	1	82
539	3	14	11	408	1	5	6	1	80
540	3	72	17	210	2	9	91	258	93
541	3	11	9	310	2	7	6	0	71
542	3	15	8	759	1	4	5	1	84
543	3	13	5	211	1	8	23	1	145
544	3	6	5	387	1	6	6	0	114
545	3	24	10	204	1	7	11	1	82
546	3	10	8	305	1	6	12	1	112
547	3	13	6	288	1	3	4	1	97
548	3	18	8	664	1	8	10	1	54
549	3	19	12	253	3	7	11	1	70
550	3	17	13	280	1	4	7	1	73
551	3	17	14	264	1	11	17	1	150
552	3	12	7	201	1	6	9	1	73
553	3	29	8	202	2	11	58	27	148
554	3	17	16	217	1	16	17	0	127
555	3	9	8	320	1	6	5	0	113
556	3	13	7	446	1	9	20	1	112
557	3	14	6	200	2	7	18	1	99
558	3	14	8	338	1	10	24	1	81
559	3	16	8	423	1	4	5	1	63
560	3	20	5	219	2	6	28	1	132
561	3	15	6	247	1	8	25	1	119
562	3	7	6	271	1	5	5	0	55
563	3	7	6	415	1	10	10	0	130
564	3	12	8	243	3	8	13	1	147
565	0	1000	11	201	1	5	62	3962	62
566	3	11	8	661	1	9	10	1	59
567	3	28	11	228	2	10	22	1	89
568	3	15	9	290	1	10	20	1	123
569	3	29	8	206	1	10	48	13	121
570	3	16	9	221	1	8	18	1	144
571	3	13	7	403	1	5	7	1	60
572	3	19	9	269	1	7	27	1	138
573	3	13	11	276	1	4	6	1	52
574	3	15	14	495	1	10	12	0	126
575	3	20	12	213	1	12	20	1	113
576	3	9	7	211	1	6	10	1	85
577	3	10	7	248	1	6	10	1	115
578	3	26	10	233	1	6	12	1	102
579	3	26	16	224	1	7	13	1	58
580	3	6	5	263	1	9	7	0	81
581	3	8	7	441	1	7	7	0	94
582	3	16	8	298	2	4	4	1	98
583	3	7	5	351	2	5	8	1	103
584	3	7	6	306	1	4	3	0	62
585	3	12	9	391	1	9	13	1	107
586	3	19	7	214	1	4	11	4	118
587	3	17	5	344	1	7	32	1	111
588	3	20	9	239	1	9	23	1	94
589	3	15	5	291	1	10	15	1	142
590	3	12	10	259	1	9	13	1	120
591	3	19	15	342	1	7	10	1	101
592	3	20	10	285	2	9	17	15	63
593	3	17	14	376	2	10	15	1	132
594	3	27	7	231	1	10	42	1	122
595	3	15	6	250	1	8	11	1	135
596	3	8	5	270	2	7	12	1	130
597	3	10	7	286	1	7	9	1	59
598	3	43	6	203	1	8	57	168	89
599	3	30	10	243	1	6	13	4	74
600	3	49	14	764	1	8	35	25	61
601	3	13	11	205	1	7	8	1	80
602	3	8	6	261	1	12	15	1	111
603	3	9	8	281	2	8	10	0	98
604	3	34	11	308	1	4	17	6	54
605	3	18	10	221	1	12	29	1	142
606	3	52	9	266	1	9	103	207	126
607	3	20	18	213	1	5	7	1	55
608	3	9	7	339	1	7	7	1	102
609	3	16	11	267	1	7	13	1	85
610	3	28	14	210	1	8	26	4	88
611	3	17	13	288	1	10	20	1	118
612	3	21	6	311	1	5	11	12	84
613	3	26	10	207	5	4	9	57	66
614	3	11	8	220	1	6	7	1	55
615	3	63	12	427	1	12	123	1	123
616	3	11	6	268	1	6	10	1	107
617	3	18	9	525	1	3	3	1	70
618	3	15	8	557	2	6	11	1	133
619	3	19	11	266	1	12	22	1	131
620	3	17	15	203	1	6	9	1	62
621	3	10	9	223	1	7	6	0	51
622	3	25	13	283	1	11	26	1	141
623	3	14	9	344	1	6	10	1	107
624	3	14	13	299	1	10	9	0	133
625	3	10	6	339	1	4	6	1	60
626	3	8	5	355	1	8	11	1	110
627	3	15	5	469	1	8	22	1	149
628	3	22	10	236	1	6	13	1	66
629	3	27	14	531	1	10	19	1	60
630	3	14	7	218	3	6	9	1	139
631	3	17	7	240	1	8	18	1	124
632	3	9	8	388	1	7	7	0	79
633	3	11	6	265	1	5	7	1	55
634	3	8	6	228	1	5	4	1	111
635	3	29	10	258	3	7	40	1	118
636	3	8	6	495	1	7	6	1	136
637	3	8	6	272	1	6	7	1	97
638	3	22	10	307	2	4	5	1	82
639	3	25	12	275	1	9	14	1	52
640	3	8	6	235	1	13	12	1	147
641	3	15	6	459	1	8	14	1	65
642	3	12	7	225	3	8	18	1	88
643	3	8	7	281	1	7	8	0	132
644	3	9	8	219	5	5	5	0	95
645	3	11	8	500	1	3	4	1	64
646	3	22	10	300	2	11	34	14	130
647	3	17	11	222	1	8	13	1	74
648	3	10	7	285	1	7	8	1	89
649	3	8	5	210	1	6	10	1	103
650	3	8	7	643	2	6	6	0	60
651	3	17	6	231	1	11	21	1	107
652	3	12	7	330	1	6	11	1	135
653	3	15	10	305	1	14	19	1	114
654	3	17	15	322	1	6	6	1	103
655	3	16	5	206	1	3	5	1	52
656	3	88	8	497	2	5	62	293	62
657	3	8	7	204	1	9	10	0	143
658	3	21	13	327	1	7	12	1	124
659	3	10	8	224	1	7	11	1	101
660	3	21	13	486	1	7	15	1	114
661	3	12	10	296	1	8	9	1	119
662	3	7	5	221	1	9	9	1	126
663	3	18	8	481	1	7	17	1	136
664	3	769	14	365	2	10	143	882	143
665	3	17	15	232	2	7	8	1	84
666	3	27	12	200	3	8	29	1	119
667	3	19	18	408	1	12	11	0	97
668	3	11	9	232	1	11	10	1	117
669	3	8	5	355	2	6	8	1	80
670	3	14	12	474	1	4	4	1	146
671	3	14	9	227	1	8	10	1	81
672	3	31	9	208	1	7	44	1	113
673	3	21	11	416	2	11	29	1	143
674	3	26	5	409	2	7	44	22	126
675	3	20	14	379	2	9	13	1	111
676	3	43	12	503	3	6	21	19	59
677	3	9	5	201	1	11	13	1	136
678	3	28	14	311	1	5	14	1	103
679	3	20	7	241	1	8	40	1	149
680	3	7	6	270	2	6	7	0	104
681	3	50	13	400	3	4	9	57	104
682	3	19	7	279	2	8	15	1	71
683	3	17	14	855	1	7	7	1	62
684	3	12	8	241	1	8	12	1	138
685	3	12	10	1015	3	5	5	1	88
686	3	15	12	250	1	12	15	1	138
687	3	10	8	256	1	7	7	1	108
688	3	7	6	256	1	7	8	0	71
689	3	10	9	293	1	7	7	0	114
690	3	13	7	233	3	5	7	1	72
691	3	6	5	255	1	8	9	0	132
692	3	22	10	294	1	7	17	1	55
693	3	15	14	211	1	9	11	0	84
