final_state	final_gen	BL_start	start_pop_tot	start_pond_pop	colonies_at_BL_start	colonies_at_end	BL_peak	total_ponds
242	3	9	8	204	1	11	10	0	149
243	3	11	7	370	1	9	13	1	84
244	3	10	9	206	1	9	10	0	133
245	3	16	15	303	1	8	12	0	115
246	3	9	6	307	2	12	18	0	131
247	3	21	10	243	2	9	17	1	124
248	3	13	11	242	1	9	11	1	124
249	3	10	7	255	1	7	11	1	112
250	3	15	14	257	1	9	8	0	88
251	3	24	6	272	1	7	35	1	107
252	3	8	7	417	1	5	6	0	132
253	3	13	7	414	1	7	11	1	73
254	3	16	6	266	2	5	13	1	111
255	3	14	10	266	1	5	16	1	112
256	3	7	5	237	1	4	4	1	50
257	3	20	13	218	1	11	23	1	144
258	3	72	9	1106	1	11	116	238	117
259	3	8	6	304	1	7	10	1	127
260	3	12	9	244	1	6	5	1	52
261	3	27	6	295	1	4	19	13	66
262	3	18	8	278	1	6	19	1	96
263	3	8	7	234	1	10	12	0	95
264	3	11	6	262	1	9	18	1	138
265	3	26	9	370	2	9	36	50	118
266	3	10	8	245	2	7	8	1	81
267	3	12	11	262	1	11	13	0	103
268	3	8	6	276	1	6	7	1	118
269	3	8	6	671	3	11	11	0	64
270	3	22	11	281	1	11	29	3	118
271	3	31	9	720	1	7	48	34	120
272	3	8	7	220	1	10	10	0	140
273	3	11	8	648	1	7	7	1	85
274	3	6	5	268	1	6	6	0	68
275	3	10	7	489	2	8	10	1	148
276	3	21	5	351	1	11	41	9	99
277	3	10	6	218	1	7	13	1	90
278	3	6	5	428	2	11	11	0	113
279	3	17	12	274	1	8	11	1	77
280	3	9	5	408	1	6	14	1	149
281	3	22	6	244	2	9	26	14	120
282	3	14	5	402	1	6	15	1	88
283	3	7	6	247	1	6	7	0	95
284	3	13	9	768	1	7	7	1	62
285	3	20	16	237	1	5	8	1	71
286	3	15	10	241	1	10	14	1	114
287	3	11	10	211	2	9	9	0	71
288	3	20	11	284	2	8	25	1	122
289	3	7	6	363	1	8	8	0	86
290	3	28	11	218	1	6	24	1	75
291	3	23	19	443	1	5	5	1	86
292	3	6	5	305	2	8	10	0	148
293	3	12	5	354	1	7	16	1	127
294	3	38	7	370	1	6	40	27	93
295	3	20	7	383	1	5	20	1	96
296	3	8	7	324	1	7	7	0	92
297	3	14	7	262	1	3	10	1	87
298	3	318	6	541	1	9	62	531	62
299	3	10	9	273	1	13	11	0	75
300	3	12	6	309	1	9	16	1	67
301	3	22	19	230	1	7	9	1	61
302	3	14	5	238	2	10	14	1	71
303	3	25	11	372	2	4	10	1	51
304	3	7	5	234	1	6	6	1	54
305	3	18	14	228	1	10	17	1	132
306	3	16	13	238	2	11	15	1	150
307	3	40	6	211	2	6	82	148	131
308	3	10	7	276	1	6	5	1	73
309	3	61	5	360	1	4	38	88	54
310	3	17	10	213	2	4	6	1	76
311	3	13	8	243	1	5	13	1	141
312	3	13	12	254	4	8	9	0	60
313	3	37	6	369	1	7	62	61	133
314	3	8	5	202	1	6	10	1	94
315	3	20	9	409	1	8	15	1	103
316	3	10	9	289	1	7	9	0	109
317	3	14	12	235	1	12	16	1	132
318	3	14	6	283	1	4	12	1	98
319	3	19	18	311	1	9	9	0	54
320	3	22	20	432	1	8	9	1	81
321	3	14	7	419	2	6	12	1	128
322	3	19	18	251	1	14	15	0	134
323	3	57	12	462	2	4	24	48	55
324	3	12	5	370	2	7	13	1	85
325	3	10	6	476	1	10	17	1	123
326	3	7	5	222	1	8	9	1	142
327	3	20	10	250	1	5	11	1	108
328	3	668	14	545	2	7	134	1978	134
329	3	15	11	236	1	10	17	1	116
330	3	12	5	309	1	7	10	1	101
331	3	8	5	286	1	5	4	1	83
332	3	18	8	322	2	6	9	1	129
333	3	18	8	580	1	4	7	1	63
334	3	7	5	325	1	5	6	1	72
335	3	15	10	256	3	7	8	1	121
336	3	29	8	286	2	10	32	1	133
337	3	17	11	304	1	7	13	1	101
338	3	11	5	383	2	11	15	1	71
339	3	11	8	466	1	9	17	1	150
340	3	9	5	289	2	7	13	1	145
341	3	12	9	318	1	6	10	1	134
342	3	11	9	364	1	7	8	1	87
343	3	19	11	240	1	6	9	1	144
344	3	8	5	425	1	4	9	1	100
345	3	12	10	264	1	6	7	1	118
346	3	21	5	284	1	9	35	1	112
347	3	11	7	264	2	6	10	1	111
348	3	17	8	255	1	11	17	1	136
349	3	8	7	224	1	7	6	0	100
350	3	10	5	342	2	6	13	1	148
351	3	16	11	421	1	8	14	1	70
352	3	10	6	405	1	6	6	1	54
353	3	22	16	753	1	5	6	1	52
354	3	7	6	242	1	7	7	0	145
355	3	7	6	214	1	9	10	0	130
356	3	15	10	267	1	9	14	1	51
357	3	18	17	394	2	13	14	0	146
358	3	7	5	347	1	8	10	1	144
359	3	10	7	270	3	7	13	1	141
360	3	10	7	217	1	7	14	1	137
361	3	17	8	221	1	9	16	1	132
362	3	11	7	311	2	11	14	1	122
363	3	9	8	244	1	9	9	0	145
364	3	7	6	306	2	3	3	0	57
365	3	8	6	480	1	6	10	1	114
366	3	7	6	343	1	4	4	0	88
367	3	9	5	240	1	9	12	1	103
368	3	10	8	247	2	6	8	1	126
369	3	6	5	260	2	6	7	0	77
370	3	9	8	331	1	6	7	0	50
371	3	7	6	340	2	3	4	0	103
372	3	20	7	336	1	6	22	1	130
373	3	9	6	224	1	5	8	1	107
374	3	59	5	397	3	9	127	120	131
375	3	8	7	295	1	4	4	0	86
376	3	7	6	217	2	6	8	0	84
377	3	13	11	263	1	10	11	1	52
378	3	10	6	304	2	3	7	1	106
379	3	13	6	209	1	9	17	1	127
380	3	17	12	208	2	10	20	1	91
381	3	30	7	348	1	10	41	6	85
382	3	31	6	208	2	6	31	34	80
383	3	11	10	247	1	11	10	0	146
384	3	11	8	223	2	8	10	1	111
385	3	11	5	215	1	5	14	1	150
386	3	16	7	520	1	10	24	1	112
387	3	8	6	449	1	6	6	1	81
388	3	8	5	391	1	4	3	1	53
389	3	11	8	236	1	4	4	1	64
390	3	36	14	315	3	6	21	5	76
391	3	12	8	226	1	7	7	1	92
392	3	20	7	244	1	11	25	1	103
393	3	11	5	567	1	7	12	1	107
394	3	15	12	235	1	3	2	1	111
395	3	23	14	270	1	7	11	1	96
396	3	7	6	208	2	6	6	0	102
397	3	45	6	200	2	6	93	144	149
398	3	8	5	383	1	6	7	1	82
399	3	16	10	450	2	5	7	1	79
400	3	11	8	252	1	4	5	1	101
401	3	18	13	273	1	12	21	1	147
402	3	17	6	246	1	6	21	1	100
403	3	12	8	432	1	4	5	1	94
404	3	16	8	245	1	8	24	1	109
405	3	9	5	308	1	8	17	1	126
406	3	21	5	235	1	4	14	1	82
407	3	24	13	535	1	8	29	1	104
408	3	10	9	220	1	12	12	0	107
409	3	7	5	328	1	5	6	1	120
410	3	13	9	341	1	7	13	1	132
411	3	10	8	265	1	5	5	1	85
412	3	14	13	200	1	6	7	0	146
413	3	6	5	507	1	12	14	0	103
414	3	10	5	210	1	8	12	1	144
415	3	24	10	226	1	15	37	2	141
416	3	19	8	295	1	8	23	1	95
417	3	51	8	263	1	6	47	61	72
418	3	22	15	225	1	4	8	1	65
419	3	15	9	201	2	10	19	1	131
420	3	16	11	210	1	9	12	1	86
421	3	23	8	412	1	7	29	1	142
422	3	31	5	276	1	9	45	56	82
423	3	14	12	247	1	8	11	1	80
424	3	12	5	502	2	4	8	1	51
425	3	36	12	538	1	12	51	6	106
426	3	7	6	205	1	5	5	0	94
427	3	7	5	358	1	10	13	1	110
428	3	12	7	209	4	8	11	1	65
429	3	9	6	318	2	4	6	1	64
430	3	6	5	298	1	4	5	0	50
431	3	20	17	588	1	4	3	1	57
432	3	27	14	353	2	6	8	2	64
433	3	11	8	249	1	5	6	1	55
434	3	13	11	364	1	6	6	1	141
435	3	23	11	215	2	14	35	1	122
436	3	9	5	274	1	7	11	1	97
437	3	6	5	227	1	7	7	0	67
438	3	13	11	207	1	9	10	1	101
439	3	9	8	268	1	10	11	0	120
440	3	6	5	232	1	8	10	0	136
441	3	16	9	223	1	7	18	1	93
442	3	13	8	212	2	5	10	1	50
443	3	14	12	217	1	12	11	1	95
444	3	19	8	308	2	4	15	1	115
445	3	18	13	256	1	7	9	1	79
446	3	13	8	707	1	9	12	1	136
447	3	11	7	596	1	8	10	1	87
448	3	13	9	233	1	10	13	1	137
449	3	10	9	218	1	10	10	0	138
450	3	16	8	259	1	12	27	1	143
451	3	10	9	305	1	6	9	0	87
452	3	10	6	265	1	9	8	1	76
453	3	10	7	225	2	5	9	0	113
454	3	32	11	209	1	9	45	5	123
455	3	11	6	364	1	5	11	1	98
456	3	9	8	250	1	6	6	0	65
457	3	16	5	419	1	10	26	1	122
458	3	6	5	283	1	9	9	0	141
459	3	19	7	205	1	7	22	1	124
460	3	8	6	484	2	6	8	1	76
461	3	12	9	264	1	5	6	1	72
462	3	8	5	295	1	6	6	1	110
463	3	15	11	232	1	5	6	1	66
464	3	11	10	257	2	7	8	0	70
465	3	26	8	319	3	9	24	1	63
466	3	22	9	396	1	4	12	1	98
467	3	14	11	235	1	8	13	1	124
468	3	22	18	431	2	9	10	1	75
469	3	21	8	216	1	6	20	1	139
470	3	21	6	226	3	5	8	4	63
471	3	16	5	322	1	3	2	2	140
472	3	17	11	201	1	4	5	1	59
473	3	13	8	340	1	7	10	1	132
474	3	21	11	240	2	5	12	1	58
475	3	15	6	574	2	9	21	1	145
476	3	14	7	601	1	3	5	1	65
477	3	13	5	398	1	6	15	1	116
478	3	10	8	209	1	7	9	1	137
479	3	15	12	214	2	8	11	1	102
480	3	9	8	214	2	4	4	0	58
481	3	24	5	201	2	6	20	1	77
482	3	16	7	643	1	6	19	1	124
483	3	10	9	275	1	6	6	0	66
484	3	11	9	304	1	10	12	1	112
485	3	29	5	201	3	7	24	22	91
486	3	13	8	219	1	8	13	1	104
487	3	6	5	215	1	5	4	0	78
488	3	12	8	317	1	7	9	1	103
489	3	13	9	257	2	14	18	1	115
490	3	10	5	383	1	9	16	1	94
491	3	17	11	427	2	4	6	1	86
492	3	8	5	259	1	4	10	1	125
493	3	16	10	349	2	7	10	1	66
494	3	24	22	219	1	5	4	1	82
495	3	15	11	720	1	7	7	1	56
496	3	21	16	218	3	5	8	1	74
497	3	10	5	340	1	7	9	1	77
498	3	29	9	291	1	5	15	2	71
499	3	9	6	602	2	9	10	1	114
500	3	37	7	338	1	5	33	77	92
501	3	7	6	283	1	9	8	0	135
502	3	12	11	297	1	10	10	0	115
503	3	21	10	257	1	6	11	1	146
504	3	10	6	444	2	5	6	1	134
505	3	16	9	875	1	9	15	1	147
506	3	9	7	264	1	9	11	1	148
507	3	10	8	679	1	6	8	1	119
508	3	37	12	213	1	4	41	32	137
509	3	41	9	510	2	7	46	40	71
510	3	12	9	207	1	8	11	1	70
511	3	21	8	790	1	8	19	1	55
512	3	34	7	276	1	10	76	107	148
513	3	13	9	258	1	10	14	1	119
514	3	11	9	371	2	5	5	1	76
515	3	17	13	303	2	8	10	1	61
516	3	8	5	467	1	9	10	1	106
517	3	11	5	205	1	6	12	1	84
518	3	12	11	286	1	12	12	0	81
519	3	23	22	204	1	7	7	0	54
520	3	37	5	221	1	6	53	134	143
521	4	25	0	0	0	0	6	0	56
522	3	20	15	343	1	8	7	1	77
523	3	11	10	301	1	7	9	0	82
524	3	23	21	206	1	6	5	1	121
525	3	11	5	343	1	4	7	1	149
526	3	7	5	238	1	7	7	1	95
527	3	13	7	223	1	6	7	1	56
528	3	13	11	263	2	7	10	0	126
529	3	10	8	213	1	10	10	1	133
530	3	15	8	838	1	5	6	1	58
531	3	6	5	384	2	3	3	0	66
532	3	16	10	237	1	7	10	1	121
533	3	6	5	272	2	4	4	0	143
534	3	8	6	232	1	13	12	1	126
535	3	56	5	279	3	6	52	28	76
536	3	23	20	270	1	4	4	1	58
537	3	20	10	366	1	10	20	1	110
538	1	21	0	0	0	0	0	0	99
539	3	16	8	358	1	10	24	1	144
540	3	25	11	242	1	10	31	1	114
541	3	11	9	233	1	8	7	1	64
542	3	7	5	300	1	7	8	1	131
543	3	12	6	200	1	4	5	1	90
544	3	9	5	303	1	5	8	1	92
545	3	11	7	425	2	6	9	1	59
546	3	44	5	285	1	5	96	56	137
547	3	9	7	226	2	5	6	1	52
548	3	12	10	216	1	10	14	1	116
549	3	20	9	321	1	9	19	1	143
550	3	8	5	306	1	6	7	1	128
551	3	11	7	317	1	6	8	1	78
552	3	52	7	253	1	12	115	339	134
553	3	7	5	284	1	6	7	1	85
554	3	9	8	382	1	6	6	0	91
555	3	18	11	220	1	11	24	1	108
556	3	14	8	202	2	7	16	1	123
557	3	7	6	408	1	9	9	0	84
558	3	38	10	369	2	7	28	47	94
559	3	39	10	215	1	6	57	1	108
560	3	12	11	246	1	11	13	0	130
561	3	20	7	369	2	9	27	1	97
562	3	13	5	238	1	8	21	1	124
563	3	20	9	351	2	5	9	1	76
564	3	8	7	240	3	9	10	0	98
565	4	25	0	0	0	0	5	0	119
566	3	13	11	277	2	7	10	0	132
567	3	8	7	551	1	7	7	0	93
568	3	19	12	627	3	4	6	1	61
569	3	14	13	237	2	5	5	0	58
570	3	35	12	572	1	3	13	14	81
571	3	8	5	294	2	5	6	1	128
572	3	10	8	226	2	6	12	0	145
573	3	28	5	214	1	4	19	68	84
574	3	8	7	330	1	7	8	0	113
575	3	24	8	529	1	6	19	1	73
576	3	7	5	219	1	6	8	1	94
577	3	18	9	595	1	5	8	1	65
578	3	16	15	254	1	8	9	0	106
579	3	17	7	320	1	12	20	1	126
580	3	9	7	379	2	6	10	0	118
581	3	9	8	518	1	5	4	0	122
582	3	8	6	239	1	7	10	1	94
583	3	33	13	410	1	9	47	35	94
584	3	19	13	233	1	12	16	1	77
585	3	12	6	442	1	8	8	1	104
586	3	17	5	233	2	6	14	1	59
587	3	14	10	214	1	9	15	1	112
588	3	20	18	387	1	7	7	1	56
589	3	11	9	404	1	9	8	1	87
590	3	11	9	274	2	10	13	1	105
591	3	14	13	256	1	6	5	0	89
592	3	8	5	333	1	8	11	1	102
593	3	7	5	302	1	10	8	1	119
594	3	12	11	324	1	10	12	0	120
595	4	25	0	0	0	0	5	0	71
596	3	39	6	571	1	5	26	101	102
597	3	9	6	256	2	8	13	1	84
598	3	17	10	251	1	7	14	1	112
599	3	31	8	457	2	5	22	10	87
600	3	17	7	322	1	7	12	1	75
601	3	25	7	406	1	5	16	1	73
602	3	7	5	223	1	7	9	1	133
603	3	9	5	223	1	7	10	1	73
604	3	11	7	212	2	11	13	1	85
605	3	18	9	395	2	10	19	21	142
606	3	18	15	208	1	8	8	1	55
607	3	18	5	358	1	10	31	1	142
608	3	13	10	233	1	5	10	1	128
609	3	7	5	248	2	3	4	1	88
610	3	7	5	335	1	5	5	1	59
611	3	13	8	258	2	8	16	1	111
612	3	6	5	219	1	4	4	0	84
613	3	12	11	455	1	8	8	0	73
614	3	9	5	349	1	6	11	1	114
615	3	16	7	467	1	6	20	1	74
616	3	8	6	431	1	5	4	1	69
617	3	14	11	415	2	7	7	1	73
618	3	12	5	263	1	7	9	1	108
619	3	18	7	465	1	6	9	1	62
620	3	14	11	211	2	11	14	1	115
621	3	10	7	211	5	7	11	1	119
622	3	15	5	344	1	7	19	1	100
623	3	6	5	342	1	4	4	0	54
624	3	19	10	223	1	4	9	1	89
625	3	24	18	408	1	12	26	1	137
626	3	9	6	251	1	5	6	1	108
627	3	17	16	278	2	6	7	0	87
628	3	13	11	221	3	4	5	1	107
629	3	11	9	251	2	5	6	1	63
630	3	11	9	259	1	10	13	1	102
631	3	13	10	221	1	8	11	1	142
632	3	20	8	323	1	10	37	1	147
633	3	21	5	225	1	4	13	1	100
634	3	6	5	443	1	4	4	0	76
635	3	13	5	258	1	10	18	1	150
636	3	22	9	253	1	11	31	3	135
637	3	23	7	490	2	7	13	1	93
638	3	13	7	567	1	7	16	1	88
639	3	18	6	239	1	5	20	1	105
640	3	15	5	407	1	6	21	1	142
641	3	6	5	352	1	4	4	0	95
642	3	21	10	309	2	5	9	1	86
643	3	26	7	377	1	8	31	9	139
644	3	17	8	238	1	8	17	1	120
645	3	13	8	549	1	5	7	1	62
646	3	7	6	416	1	5	7	0	91
647	3	6	5	290	1	4	4	0	83
648	3	29	23	235	2	9	17	1	79
649	3	20	11	273	1	10	13	1	120
650	3	39	5	218	1	6	46	13	95
651	3	7	5	316	1	6	8	1	105
652	3	15	6	404	2	6	18	1	67
653	3	12	10	222	1	11	14	1	148
654	3	46	13	562	2	9	85	21	144
655	3	17	15	227	1	7	7	1	52
656	3	8	6	244	1	5	4	1	71
657	3	41	7	246	1	10	82	37	124
658	3	16	12	650	1	7	10	1	120
659	3	10	8	287	1	8	8	1	77
660	3	22	9	240	1	6	13	1	97
661	3	14	5	250	2	8	18	1	108
662	3	12	8	231	1	9	10	1	94
663	3	18	6	210	1	4	14	1	111
664	3	21	10	230	1	9	21	7	122
665	3	16	13	259	2	5	9	1	68
666	3	15	12	260	1	8	10	1	86
667	3	12	11	363	1	9	9	0	77
668	4	25	0	0	0	0	10	0	125
669	3	21	6	302	1	7	34	1	110
670	3	17	10	276	3	9	22	1	119
671	3	24	6	207	1	3	28	1	80
672	4	25	0	0	0	0	5	0	52
673	3	11	5	275	2	6	12	1	62
674	3	8	7	447	1	4	3	0	85
675	3	29	10	213	1	7	43	1	133
676	3	20	10	294	2	6	10	1	64
677	3	12	8	252	2	11	17	1	137
678	3	20	6	545	1	12	38	7	131
679	3	15	13	528	2	8	11	1	123
680	3	12	9	589	2	9	11	1	52
681	3	18	6	637	1	6	22	1	78
682	3	9	6	204	1	9	10	1	126
683	3	17	5	385	2	7	24	1	121
684	3	19	8	213	1	13	27	1	131
685	3	25	19	209	1	7	13	1	120
686	3	12	10	296	1	7	8	1	103
687	3	61	8	324	1	6	108	87	112
688	3	27	13	227	1	8	33	1	120
689	3	24	9	379	1	8	32	1	133
690	3	10	6	310	1	6	6	1	54
691	3	22	20	365	1	5	4	1	103
692	3	13	9	230	1	6	11	1	109
693	3	12	11	232	1	10	12	0	129
