final_state	final_gen	BL_start	start_pop_tot	start_pond_pop	colonies_at_BL_start	colonies_at_end	BL_peak	total_ponds
1	3	486	0	0	0	0	58	1007	58
2	3	473	0	0	0	0	87	2127	87
3	3	453	0	0	0	0	57	495	57
4	3	409	0	0	0	0	60	615	60
5	3	607	0	0	0	0	70	2235	70
6	3	709	0	0	0	0	112	2879	112
7	3	653	0	0	0	0	125	2225	125
8	3	446	0	0	0	0	132	1411	132
9	3	757	0	0	0	0	122	2940	122
10	3	664	0	0	0	0	102	3091	102
11	3	652	0	0	0	0	103	3323	103
12	3	513	0	0	0	0	57	1266	57
13	3	418	0	0	0	0	137	1625	137
14	3	336	0	0	0	0	57	598	57
15	3	560	0	0	0	0	81	1527	81
16	3	556	0	0	0	0	113	1262	113
17	3	353	0	0	0	0	70	336	70
18	3	494	0	0	0	0	77	3478	77
19	3	483	0	0	0	0	64	1298	64
20	3	627	0	0	0	0	105	4453	105
21	3	420	0	0	0	0	88	1476	88
22	3	375	0	0	0	0	90	1393	90
23	3	457	0	0	0	0	69	1853	69
24	3	160	0	0	0	0	60	136	62
25	3	912	0	0	0	0	123	3168	123
26	3	799	0	0	0	0	114	2982	114
27	3	722	0	0	0	0	89	1779	89
28	3	489	0	0	0	0	57	1590	57
29	3	574	0	0	0	0	126	506	126
30	3	539	0	0	0	0	117	4757	117
31	3	663	0	0	0	0	130	1352	130
32	3	729	0	0	0	0	139	5514	139
33	3	307	0	0	0	0	52	1034	52
34	3	408	0	0	0	0	74	1007	74
35	3	405	0	0	0	0	94	822	94
36	3	451	0	0	0	0	62	839	62
37	3	498	0	0	0	0	145	1995	145
38	3	616	0	0	0	0	135	3172	135
39	3	296	0	0	0	0	100	1233	100
40	3	435	0	0	0	0	123	1003	123
41	3	470	0	0	0	0	102	2352	102
42	3	699	0	0	0	0	123	3822	124
43	3	520	0	0	0	0	71	1148	71
44	3	341	0	0	0	0	51	367	51
45	3	518	0	0	0	0	147	2766	147
46	3	528	0	0	0	0	72	2521	72
47	3	547	0	0	0	0	79	1033	79
48	3	529	0	0	0	0	94	2662	94
49	3	406	0	0	0	0	106	2176	106
50	3	583	0	0	0	0	119	2134	119
51	3	818	0	0	0	0	101	3253	101
52	3	657	0	0	0	0	86	1507	86
53	3	552	0	0	0	0	149	2797	149
54	3	553	0	0	0	0	74	1629	74
55	3	423	0	0	0	0	87	404	87
56	3	412	0	0	0	0	69	1170	69
57	3	464	0	0	0	0	91	1353	91
58	3	737	0	0	0	0	120	1679	120
59	3	522	0	0	0	0	122	1878	122
60	3	569	0	0	0	0	123	2859	123
61	3	506	0	0	0	0	136	3549	136
62	3	454	0	0	0	0	146	1646	146
63	3	473	0	0	0	0	62	1522	62
64	3	542	0	0	0	0	107	2183	107
65	3	752	0	0	0	0	143	4610	143
66	3	695	0	0	0	0	98	2536	98
67	3	571	0	0	0	0	107	2260	107
68	3	611	0	0	0	0	95	2659	95
69	3	613	0	0	0	0	67	530	67
70	3	698	0	0	0	0	61	1327	61
71	3	294	0	0	0	0	60	390	60
72	3	481	0	0	0	0	132	2833	132
73	3	16	0	0	0	0	9	41	125
74	3	467	0	0	0	0	66	1912	66
75	3	559	0	0	0	0	85	1983	85
76	3	478	0	0	0	0	134	643	134
77	3	630	0	0	0	0	127	909	127
78	3	546	0	0	0	0	142	2213	142
79	3	463	0	0	0	0	62	1915	62
80	3	485	0	0	0	0	55	1369	55
81	3	412	0	0	0	0	62	1433	62
82	3	501	0	0	0	0	68	906	68
83	3	365	0	0	0	0	150	1742	150
84	3	862	0	0	0	0	75	1769	75
85	3	850	0	0	0	0	128	5041	128
86	3	576	0	0	0	0	110	2816	110
87	3	382	0	0	0	0	94	1427	94
88	3	567	0	0	0	0	82	2866	82
89	3	423	0	0	0	0	118	739	118
90	3	623	0	0	0	0	74	1145	74
91	3	586	0	0	0	0	83	2137	83
92	3	453	0	0	0	0	116	1727	116
93	3	426	0	0	0	0	90	562	90
94	3	548	0	0	0	0	55	1644	55
95	3	696	0	0	0	0	111	2652	111
96	3	518	0	0	0	0	89	1759	89
97	3	805	0	0	0	0	109	3090	109
98	3	661	0	0	0	0	124	2435	124
99	3	436	0	0	0	0	74	1233	74
100	3	729	0	0	0	0	129	4288	129
